Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Ibuprostatin,Injection,GlaxoSmithKline plc,2025-02-28,323,Apollo Pharmacy,2023-04-07
Amoxiprofen,Inhaler,AstraZeneca plc,2024-02-13,257,Rite Aid,2024-04-03
Dextrovir,Cream,"Gilead Sciences, Inc.",2024-04-16,119,Uniprix,2024-08-18
Amoxiprofen,Syrup,AbbVie Inc.,2024-03-11,246,Target Pharmacy,2024-02-28
Claricillin,Ointment,Johnson & Johnson,2022-11-10,484,Health Mart Pharmacy,2024-05-18
Dextroprofen,Injection,AstraZeneca plc,2025-06-25,307,Guardian Pharmacy,2024-10-21
Claristatin,Injection,Bristol-Myers Squibb Company,2023-09-16,218,Netmeds,2023-09-26
Ibupromycin,Ointment,Roche Holding AG,2025-03-06,168,Guardian Pharmacy,2024-12-20
Amoxistatin,Cream,"Merck & Co., Inc.",2024-06-05,420,Rite Aid,2023-12-23
Claricillin,Injection,Boehringer Ingelheim GmbH,2025-03-31,143,H-E-B Pharmacy,2025-01-09
Dolomet,Inhaler,AbbVie Inc.,2023-10-20,144,Watsons,2022-10-31
Dolomycin,Injection,Roche Holding AG,2024-07-15,180,Lloyds Pharmacy,2024-03-07
Dolomet,Capsule,Biogen Inc.,2026-06-10,406,Boots,2025-07-08
Cefphen,Capsule,Biogen Inc.,2023-01-19,389,Watsons,2023-06-23
Amoxiphen,Capsule,Boehringer Ingelheim GmbH,2023-12-19,206,Uniprix,2023-07-05
Ibupromycin,Drops,Novo Nordisk A/S,2024-03-12,106,Boots,2024-01-27
Cefmet,Syrup,Novo Nordisk A/S,2025-03-05,418, Superdrug,2023-11-16
Clariprofen,Injection,Roche Holding AG,2023-11-16,304,H-E-B Pharmacy,2023-09-22
Dolostatin,Ointment,Biogen Inc.,2024-04-26,497,Guardian Pharmacy,2023-05-31
Cefvir,Syrup,GlaxoSmithKline plc,2025-03-12,136,Kroger Pharmacy,2023-02-19
Amoxivir,Inhaler,Novo Nordisk A/S,2025-03-22,326,Dis-Chem Pharmacy,2024-06-15
Dextrovir,Syrup,Eli Lilly and Company,2025-06-16,140,Guardian Pharmacy,2024-10-24
Amoxiphen,Drops,Novo Nordisk A/S,2025-06-03,184,Dis-Chem Pharmacy,2024-12-07
Metophen,Inhaler,Eli Lilly and Company,2023-12-10,235,H-E-B Pharmacy,2024-07-02
Dolophen,Injection,CSL Limited,2025-08-28,305,H-E-B Pharmacy,2024-11-09
Amoxistatin,Tablet,Johnson & Johnson,2025-04-10,311,Walmart Pharmacy,2023-09-06
Metovir,Ointment,Novartis AG,2023-11-19,347,Uniprix,2024-08-11
Ibupronazole,Capsule,Amgen Inc.,2024-12-11,85,Rite Aid,2023-08-09
Ibuproprofen,Capsule,Biogen Inc.,2025-03-15,345,Uniprix,2024-11-16
Dextrophen,Drops,Eli Lilly and Company,2025-10-07,253,PharmaSave,2024-12-02
Amoxiphen,Capsule,Pfizer Inc.,2023-10-17,128,Rexall Pharmacy,2024-09-20
Acetostatin,Cream,GlaxoSmithKline plc,2023-06-05,324,CVS Pharmacy,2023-11-20
Clarimycin,Ointment,Eli Lilly and Company,2025-11-30,71,WellnessPharm,2024-12-05
Ibuprocillin,Injection,Eli Lilly and Company,2024-05-19,204,WellnessPharm,2023-01-28
Acetocillin,Ointment,Roche Holding AG,2026-07-05,275,Safeway Pharmacy,2026-01-23
Metoprofen,Tablet,Biogen Inc.,2025-02-26,294,Kroger Pharmacy,2022-05-14
Cefmycin,Syrup,Biogen Inc.,2023-06-29,375,PharmaChoice,2024-11-28
Claricillin,Tablet,Pfizer Inc.,2025-03-10,206,Meijer Pharmacy,2024-05-25
Amoxicillin,Tablet,GlaxoSmithKline plc,2024-02-23,353,Guardian Pharmacy,2023-06-17
Ibupromet,Ointment,Bristol-Myers Squibb Company,2023-06-30,230,Uniprix,2023-05-08
Amoximet,Syrup,Biogen Inc.,2024-11-30,430,PharmaSave,2024-07-18
Ibupronazole,Drops,AbbVie Inc.,2023-04-26,387,Guardian Pharmacy,2023-03-31
Ibupromycin,Injection,Bayer AG,2026-03-05,237,H-E-B Pharmacy,2025-09-04
Claricillin,Tablet,Teva Pharmaceutical Industries Ltd.,2025-02-07,403,CVS Pharmacy,2023-11-15
Ibuproprofen,Drops,Boehringer Ingelheim GmbH,2022-12-22,214,Target Pharmacy,2024-06-06
Ibupronazole,Syrup,Novartis AG,2024-11-10,386,Target Pharmacy,2024-01-30
Dextrostatin,Injection,Novo Nordisk A/S,2024-11-06,188,Apollo Pharmacy,2023-02-11
Metomet,Cream,GlaxoSmithKline plc,2025-07-28,386,CVS Pharmacy,2023-05-01
Clarivir,Injection,Teva Pharmaceutical Industries Ltd.,2025-12-12,68, Superdrug,2025-04-02
Cefnazole,Ointment,CSL Limited,2023-05-18,136,Pharmasave,2024-08-14
Claristatin,Drops,Teva Pharmaceutical Industries Ltd.,2025-04-11,80,CarePlus Pharmacy,2024-11-30
Cefcillin,Injection,"Gilead Sciences, Inc.",2024-04-25,273,Meijer Pharmacy,2024-08-19
Dolovir,Syrup,Amgen Inc.,2025-06-20,353,Rexall Pharmacy,2022-08-27
Acetocillin,Capsule,AstraZeneca plc,2025-10-06,358,Safeway Pharmacy,2024-09-23
Dolocillin,Tablet,Novartis AG,2023-07-05,79,Clicks Pharmacy,2023-10-26
Dolomycin,Capsule,Bristol-Myers Squibb Company,2024-07-30,298,Duane Reade,2023-06-19
Ibuprostatin,Capsule,Johnson & Johnson,2025-01-20,313,WellnessPharm,2022-07-05
Ibuprovir,Syrup,GlaxoSmithKline plc,2025-08-24,175,Meijer Pharmacy,2022-07-02
Dolovir,Inhaler,"Merck & Co., Inc.",2025-12-14,148,Albertsons Pharmacy,2025-10-11
Cefnazole,Inhaler,Roche Holding AG,2024-09-14,113,Watsons,2023-11-01
Ibuprocillin,Ointment,Takeda Pharmaceutical Company Limited,2023-11-22,441,Watsons,2024-09-20
Metovir,Cream,Bristol-Myers Squibb Company,2023-08-17,140,Duane Reade,2024-06-05
Metoprofen,Inhaler,Bayer AG,2024-05-24,108,Walmart Pharmacy,2023-07-15
Amoximycin,Cream,Roche Holding AG,2023-06-09,431,WellnessPharm,2023-10-29
Ibupromet,Injection,Pfizer Inc.,2025-08-27,500,Albertsons Pharmacy,2024-08-23
Acetophen,Injection,"Gilead Sciences, Inc.",2024-05-19,183,Boots,2024-04-08
Acetomycin,Syrup,AbbVie Inc.,2023-08-23,75,Rite Aid,2024-11-26
Claristatin,Cream,Novartis AG,2023-11-16,142,PharmaChoice,2023-12-17
Dextrostatin,Cream,Amgen Inc.,2024-11-05,278,Albertsons Pharmacy,2024-09-18
Claricillin,Cream,Roche Holding AG,2023-08-29,278,Publix Pharmacy,2023-10-03
Clarinazole,Injection,Novo Nordisk A/S,2026-01-27,229,H-E-B Pharmacy,2025-08-13
Dextromet,Injection,Eli Lilly and Company,2026-06-29,377,Watsons,2026-02-10
Amoximet,Tablet,CSL Limited,2026-10-29,154,Apollo Pharmacy,2026-03-26
Amoxiprofen,Inhaler,Biogen Inc.,2024-08-05,221,Albertsons Pharmacy,2023-09-28
Cefcillin,Capsule,Boehringer Ingelheim GmbH,2023-08-09,169,Guardian Pharmacy,2024-12-11
Dextrovir,Ointment,"Gilead Sciences, Inc.",2024-10-27,85,MediCare,2023-10-21
Acetomycin,Capsule,Novo Nordisk A/S,2025-10-08,204,Rite Aid,2024-07-23
Cefnazole,Tablet,Teva Pharmaceutical Industries Ltd.,2023-04-10,497,Netmeds,2024-07-20
Dolovir,Tablet,Biogen Inc.,2023-05-02,483,CVS Pharmacy,2022-11-14
Metomet,Syrup,Eli Lilly and Company,2024-06-22,161,Pharmasave,2024-09-03
Clarimet,Injection,Bayer AG,2024-08-18,360,Lloyds Pharmacy,2024-04-23
Dextrocillin,Cream,CSL Limited,2024-11-15,158,Albertsons Pharmacy,2024-09-27
Acetonazole,Drops,Teva Pharmaceutical Industries Ltd.,2026-03-30,121,PharmaChoice,2025-07-02
Dextromet,Tablet,Biogen Inc.,2023-10-08,488,Target Pharmacy,2023-04-27
Amoxistatin,Tablet,Bristol-Myers Squibb Company,2024-10-12,210,Safeway Pharmacy,2023-12-30
Amoxivir,Drops,Novo Nordisk A/S,2026-06-07,472,Rite Aid,2024-10-24
Clarimycin,Ointment,GlaxoSmithKline plc,2026-09-20,489,H-E-B Pharmacy,2024-11-25
Cefmet,Inhaler,"Gilead Sciences, Inc.",2025-01-24,355, Superdrug,2023-01-06
Clarivir,Ointment,"Merck & Co., Inc.",2023-07-26,298,MedPlus,2023-05-01
Dextrophen,Cream,Novo Nordisk A/S,2025-12-24,350,WellnessPharm,2024-05-14
Cefvir,Drops,Sanofi S.A.,2025-11-13,220,WellnessPharm,2024-06-09
Dolonazole,Inhaler,Bayer AG,2024-05-03,149,Rite Aid,2024-03-28
Amoximet,Ointment,Biogen Inc.,2024-09-17,421,Watsons,2023-08-03
Acetomycin,Cream,Biogen Inc.,2026-09-07,320,Meijer Pharmacy,2025-10-25
Metomet,Capsule,AstraZeneca plc,2024-02-26,487,Publix Pharmacy,2023-12-11
Clarimycin,Injection,Pfizer Inc.,2023-12-12,85,Rexall Pharmacy,2024-09-18
Amoximycin,Syrup,Johnson & Johnson,2024-11-12,224,HealthPlus,2023-08-26
Ibuprostatin,Tablet,Roche Holding AG,2025-03-27,302,PharmaChoice,2025-01-09
Doloprofen,Capsule,AbbVie Inc.,2025-11-14,461,Netmeds,2025-07-31
Ibupronazole,Injection,Pfizer Inc.,2026-02-11,437,MediCare,2024-08-14
Dolophen,Tablet,Teva Pharmaceutical Industries Ltd.,2024-11-02,455,HealthPlus,2024-08-09
Dextrostatin,Injection,Novo Nordisk A/S,2024-05-18,58,Lloyds Pharmacy,2023-12-26
Clariphen,Ointment,"Gilead Sciences, Inc.",2026-01-05,82,Target Pharmacy,2024-09-18
Claricillin,Ointment,Teva Pharmaceutical Industries Ltd.,2023-11-21,182,PharmaSave,2023-03-18
Clarimet,Injection,Novartis AG,2024-04-18,120,Rexall Pharmacy,2024-01-12
Cefvir,Syrup,Bristol-Myers Squibb Company,2023-12-18,246,PharmaSave,2023-11-23
Dolovir,Syrup,Johnson & Johnson,2025-02-27,114,Albertsons Pharmacy,2024-03-15
Dolovir,Cream,Bayer AG,2024-07-19,230,Walmart Pharmacy,2024-04-19
Clarivir,Injection,GlaxoSmithKline plc,2024-11-24,290,HealthPlus,2024-06-08
Cefcillin,Drops,Amgen Inc.,2024-02-18,311,Uniprix,2023-12-28
Ibuprocillin,Cream,"Merck & Co., Inc.",2026-04-29,209,Albertsons Pharmacy,2023-12-29
Dextronazole,Tablet,Biogen Inc.,2025-08-11,485,Rexall Pharmacy,2025-04-12
Dextrostatin,Drops,Novo Nordisk A/S,2026-01-25,372,Rite Aid,2025-10-30
Amoxicillin,Capsule,CSL Limited,2024-03-11,327,Kroger Pharmacy,2023-10-21
Ibuprophen,Inhaler,Sanofi S.A.,2024-12-15,268,Pharmasave,2024-04-27
Cefprofen,Drops,Eli Lilly and Company,2026-01-06,379,Safeway Pharmacy,2023-05-12
Ibupronazole,Syrup,AstraZeneca plc,2024-07-23,240,Meijer Pharmacy,2024-10-11
Cefmet,Syrup,Sanofi S.A.,2024-12-19,191,Rite Aid,2024-12-15
Ibuprophen,Ointment,Novartis AG,2024-09-22,132,PharmaSave,2024-10-15
Ibuprophen,Syrup,Pfizer Inc.,2025-01-17,436,Clicks Pharmacy,2023-12-19
Dolonazole,Drops,GlaxoSmithKline plc,2023-09-21,394,Walmart Pharmacy,2023-09-28
Dextromycin,Ointment,Biogen Inc.,2023-10-08,425,Costco Pharmacy,2024-10-24
Dolostatin,Capsule,Eli Lilly and Company,2024-07-30,132,Lloyds Pharmacy,2024-09-28
Dextroprofen,Cream,Bayer AG,2024-08-03,312,Publix Pharmacy,2024-09-20
Metostatin,Tablet,"Gilead Sciences, Inc.",2023-06-17,325,PharmaChoice,2023-04-29
Dolostatin,Drops,Pfizer Inc.,2025-05-08,450,WellnessPharm,2022-08-02
Clariphen,Cream,Novartis AG,2024-01-06,283,CVS Pharmacy,2023-11-28
Dolovir,Drops,CSL Limited,2024-04-13,80,Rexall Pharmacy,2024-07-26
Clariphen,Ointment,"Gilead Sciences, Inc.",2025-04-26,227,Walgreens,2024-07-27
Cefprofen,Injection,Johnson & Johnson,2024-12-20,179,MediCare,2024-12-15
Ibupromet,Capsule,Novo Nordisk A/S,2025-10-28,131,PharmaChoice,2025-05-24
Ibupronazole,Inhaler,Amgen Inc.,2026-05-19,430,Pharmasave,2026-05-07
Dextrovir,Inhaler,Boehringer Ingelheim GmbH,2025-03-10,56,PharmaSave,2023-11-24
Acetocillin,Syrup,Boehringer Ingelheim GmbH,2024-01-27,209,Meijer Pharmacy,2024-01-11
Amoxiprofen,Cream,"Gilead Sciences, Inc.",2026-07-21,76,Clicks Pharmacy,2025-08-04
Dextrophen,Inhaler,"Gilead Sciences, Inc.",2025-12-07,114,Apollo Pharmacy,2025-05-10
Metoprofen,Inhaler,Novartis AG,2025-04-21,376,WellnessPharm,2023-11-19
Amoxiphen,Cream,AstraZeneca plc,2026-05-12,166,H-E-B Pharmacy,2024-05-16
Metovir,Drops,Boehringer Ingelheim GmbH,2026-02-17,162,Albertsons Pharmacy,2024-10-13
Cefmet,Inhaler,Novartis AG,2024-07-03,179,Netmeds,2024-05-13
Dextrophen,Ointment,Teva Pharmaceutical Industries Ltd.,2025-11-08,180,Guardian Pharmacy,2025-04-25
Ibuprovir,Capsule,Biogen Inc.,2023-09-02,497,Target Pharmacy,2023-08-17
Amoxinazole,Drops,CSL Limited,2024-12-08,274,CarePlus Pharmacy,2024-10-31
Dolonazole,Capsule,Sanofi S.A.,2025-09-05,105,Netmeds,2024-01-13
Doloprofen,Ointment,"Merck & Co., Inc.",2022-10-21,330,Walmart Pharmacy,2024-03-13
Clarinazole,Ointment,Biogen Inc.,2025-10-27,366,Walmart Pharmacy,2024-07-30
Claricillin,Cream,AbbVie Inc.,2024-11-28,487,Health Mart Pharmacy,2024-11-24
Metomet,Cream,Bayer AG,2024-09-29,94,Watsons,2023-12-20
Dolomet,Syrup,"Merck & Co., Inc.",2024-12-10,168,Apollo Pharmacy,2024-09-05
Dextrostatin,Inhaler,Amgen Inc.,2026-02-02,352,Walmart Pharmacy,2025-10-03
Cefvir,Drops,Eli Lilly and Company,2025-05-04,235,Target Pharmacy,2022-09-19
Cefstatin,Ointment,"Merck & Co., Inc.",2025-08-13,253,MedPlus,2023-04-05
Dextrovir,Syrup,AbbVie Inc.,2025-01-25,409,Target Pharmacy,2024-09-10
Dolomet,Capsule,Pfizer Inc.,2024-06-28,374,Target Pharmacy,2024-04-16
Dolocillin,Ointment,Takeda Pharmaceutical Company Limited,2024-12-27,312,Shoppers Drug Mart,2024-10-01
Ibupromet,Ointment,GlaxoSmithKline plc,2025-04-28,391,Duane Reade,2024-12-30
Ibuprocillin,Ointment,Bristol-Myers Squibb Company,2025-06-09,414,Pharmasave,2024-04-27
Clarimet,Injection,Boehringer Ingelheim GmbH,2026-09-18,209,H-E-B Pharmacy,2025-09-04
Cefnazole,Syrup,Takeda Pharmaceutical Company Limited,2024-12-14,414,Lloyds Pharmacy,2024-03-20
Ibupromet,Injection,"Gilead Sciences, Inc.",2024-02-26,332,Dis-Chem Pharmacy,2022-12-26
Dextrovir,Capsule,Sanofi S.A.,2024-02-16,397,PharmaSave,2024-09-04
Ibuprophen,Ointment,Takeda Pharmaceutical Company Limited,2023-05-15,435,Pharmasave,2024-10-27
Acetomycin,Cream,Takeda Pharmaceutical Company Limited,2025-11-16,76,WellnessPharm,2024-03-09
Metocillin,Injection,Roche Holding AG,2022-09-25,293,CVS Pharmacy,2023-04-14
Dolonazole,Inhaler,Bayer AG,2025-12-15,187,Rite Aid,2025-08-01
Ibuprostatin,Ointment,Novartis AG,2025-06-28,479,Costco Pharmacy,2023-01-01
Metonazole,Syrup,Bristol-Myers Squibb Company,2023-12-12,363,Target Pharmacy,2023-08-26
Cefnazole,Capsule,Bristol-Myers Squibb Company,2025-09-15,431,WellnessPharm,2025-06-24
Amoxiprofen,Capsule,Roche Holding AG,2025-08-17,225,Walgreens,2023-11-12
Metomycin,Injection,Novo Nordisk A/S,2025-08-09,344,WellnessPharm,2025-03-02
Acetoprofen,Inhaler,GlaxoSmithKline plc,2026-04-01,54,Pharmasave,2026-03-12
Amoxistatin,Capsule,Roche Holding AG,2026-08-02,319,CVS Pharmacy,2025-02-15
Ibuprocillin,Capsule,Pfizer Inc.,2025-03-27,478,MediCare,2024-02-09
Ibuprostatin,Drops,Amgen Inc.,2025-05-23,52,Rite Aid,2025-01-03
Cefprofen,Inhaler,Boehringer Ingelheim GmbH,2023-07-09,272,Safeway Pharmacy,2023-01-15
Metoprofen,Injection,Sanofi S.A.,2023-10-05,390,Publix Pharmacy,2023-06-02
Acetocillin,Syrup,Eli Lilly and Company,2025-04-04,227,MediCare,2023-09-13
Metocillin,Tablet,CSL Limited,2023-12-31,497,Uniprix,2023-12-05
Cefstatin,Capsule,"Gilead Sciences, Inc.",2024-11-09,461,Boots,2024-04-24
Acetoprofen,Capsule,Roche Holding AG,2023-08-04,54,PharmaChoice,2023-10-13
Claricillin,Cream,Novartis AG,2024-02-18,170,Albertsons Pharmacy,2024-01-08
Dolovir,Syrup,Bayer AG,2026-01-10,76,Publix Pharmacy,2023-10-17
Metomet,Tablet,Biogen Inc.,2024-08-22,182,MediCare,2023-08-21
Acetovir,Syrup,Novo Nordisk A/S,2024-11-03,101,Boots,2022-12-29
Amoximet,Syrup,AbbVie Inc.,2023-07-30,321,Guardian Pharmacy,2023-07-13
Dextrostatin,Inhaler,"Merck & Co., Inc.",2024-03-10,300,Costco Pharmacy,2024-08-03
Clarimet,Capsule,AstraZeneca plc,2023-11-06,277,PharmaSave,2023-06-18
Clarinazole,Capsule,Roche Holding AG,2023-01-12,224,Publix Pharmacy,2024-12-10
Dolomet,Injection,Teva Pharmaceutical Industries Ltd.,2024-12-22,273,Duane Reade,2023-11-19
Ibuprostatin,Cream,Eli Lilly and Company,2024-04-24,423,Albertsons Pharmacy,2023-12-31
Amoximet,Cream,"Merck & Co., Inc.",2024-04-10,240,Walgreens,2024-03-13
Metostatin,Ointment,Eli Lilly and Company,2025-07-01,406,Netmeds,2025-05-24
Ibuprocillin,Cream,Biogen Inc.,2025-09-05,239,Dis-Chem Pharmacy,2025-08-17
Ibupromet,Cream,Sanofi S.A.,2025-10-13,452,Apollo Pharmacy,2023-02-12
Cefnazole,Syrup,Bristol-Myers Squibb Company,2024-12-04,314,CVS Pharmacy,2024-11-18
Doloprofen,Capsule,AbbVie Inc.,2023-05-31,428,Walmart Pharmacy,2024-11-19
Metocillin,Ointment,Eli Lilly and Company,2024-07-15,488,Health Mart Pharmacy,2024-05-27
Clarimycin,Tablet,Roche Holding AG,2025-03-14,384,Walgreens,2025-01-21
Amoxistatin,Syrup,Boehringer Ingelheim GmbH,2023-04-16,233,Watsons,2023-07-26
Cefphen,Ointment,Boehringer Ingelheim GmbH,2025-05-16,238,Rexall Pharmacy,2025-01-04
Metostatin,Ointment,Novartis AG,2024-04-07,296,PharmaChoice,2024-01-24
Dolostatin,Capsule,AstraZeneca plc,2025-01-23,374,Duane Reade,2024-10-02
Metoprofen,Drops,Teva Pharmaceutical Industries Ltd.,2025-10-22,456, Superdrug,2025-10-20
Claricillin,Tablet,Sanofi S.A.,2025-02-03,149,Duane Reade,2024-09-19
Metoprofen,Tablet,Sanofi S.A.,2025-09-17,62,MediCare,2025-08-23
Dextrovir,Inhaler,Roche Holding AG,2024-06-13,479,Apollo Pharmacy,2024-06-03
Cefvir,Drops,Novo Nordisk A/S,2024-01-14,238,Costco Pharmacy,2023-09-06
Ibupronazole,Injection,"Gilead Sciences, Inc.",2024-11-14,410,Costco Pharmacy,2023-10-31
Ibupromet,Injection,CSL Limited,2023-11-20,270,Clicks Pharmacy,2023-08-25
Dolostatin,Cream,"Merck & Co., Inc.",2024-11-23,440,PharmaSave,2024-07-06
Cefvir,Injection,Biogen Inc.,2024-05-09,105,PharmaSave,2024-05-07
Metocillin,Cream,Novo Nordisk A/S,2025-11-15,469,Pharmasave,2023-11-06
Dolovir,Syrup,Boehringer Ingelheim GmbH,2025-05-06,144,Costco Pharmacy,2024-04-18
Clarimycin,Capsule,Teva Pharmaceutical Industries Ltd.,2025-12-20,169,Health Mart Pharmacy,2025-06-27
Ibupromet,Syrup,Roche Holding AG,2026-09-09,218,HealthPlus,2025-10-30
Dolostatin,Inhaler,Eli Lilly and Company,2024-01-19,237,Costco Pharmacy,2023-03-02
Ibupromycin,Cream,Roche Holding AG,2025-02-03,379,MedPlus,2022-12-09
Cefprofen,Syrup,Roche Holding AG,2023-12-25,363,Apollo Pharmacy,2024-08-01
Cefstatin,Ointment,Boehringer Ingelheim GmbH,2024-02-26,441,CVS Pharmacy,2023-07-15
Cefvir,Tablet,Teva Pharmaceutical Industries Ltd.,2024-08-07,434,Safeway Pharmacy,2024-02-05
Dolostatin,Ointment,Boehringer Ingelheim GmbH,2026-02-05,99,PharmaSave,2025-05-11
Dolostatin,Cream,Bristol-Myers Squibb Company,2022-10-30,278,Boots,2022-12-15
Dolonazole,Drops,Novo Nordisk A/S,2023-05-01,119,Shoppers Drug Mart,2023-11-23
Amoxistatin,Ointment,GlaxoSmithKline plc,2026-02-08,363,Lloyds Pharmacy,2024-05-27
Cefstatin,Tablet,Pfizer Inc.,2024-06-24,76,Walgreens,2024-01-09
Dextrostatin,Cream,Bayer AG,2026-01-01,290,Clicks Pharmacy,2024-11-28
Acetonazole,Capsule,Takeda Pharmaceutical Company Limited,2025-02-24,375,PharmaSave,2024-08-12
Ibuprostatin,Drops,Biogen Inc.,2023-08-20,283,Shoppers Drug Mart,2023-07-17
Acetovir,Capsule,Amgen Inc.,2026-01-15,227,PharmaChoice,2023-12-23
Cefmycin,Drops,Johnson & Johnson,2024-08-01,245,Guardian Pharmacy,2024-04-23
Acetocillin,Drops,AstraZeneca plc,2022-09-25,317,Publix Pharmacy,2022-09-03
Ibuprostatin,Cream,Eli Lilly and Company,2025-10-20,156,Safeway Pharmacy,2025-07-14
Amoxinazole,Ointment,GlaxoSmithKline plc,2023-09-29,72,HealthPlus,2024-09-24
Ibuprostatin,Injection,Novartis AG,2024-01-06,79,Target Pharmacy,2022-05-16
Amoxivir,Drops,"Gilead Sciences, Inc.",2025-02-16,478,CarePlus Pharmacy,2024-06-21
Amoxistatin,Inhaler,Novo Nordisk A/S,2024-02-08,87,MedPlus,2023-08-28
Clarimet,Capsule,Novartis AG,2025-08-02,478,Apollo Pharmacy,2023-08-04
Metophen,Injection,Biogen Inc.,2024-01-25,259,Rexall Pharmacy,2023-12-10
Cefnazole,Cream,Johnson & Johnson,2024-03-27,422,Uniprix,2024-11-26
Amoxistatin,Cream,Pfizer Inc.,2025-03-08,412,Publix Pharmacy,2024-12-20
Amoxistatin,Syrup,Takeda Pharmaceutical Company Limited,2025-09-24,382,Shoppers Drug Mart,2025-02-22
Amoxivir,Inhaler,Novo Nordisk A/S,2025-01-19,242,Duane Reade,2024-10-05
Clariphen,Inhaler,Pfizer Inc.,2023-10-27,240,MediCare,2023-10-20
Acetomet,Cream,Sanofi S.A.,2024-04-27,392,Safeway Pharmacy,2023-07-21
Dextronazole,Inhaler,AstraZeneca plc,2024-12-16,168,Target Pharmacy,2024-04-05
Cefstatin,Cream,GlaxoSmithKline plc,2025-10-09,241,Rexall Pharmacy,2025-09-13
Dextrostatin,Cream,Johnson & Johnson,2026-07-13,441,Shoppers Drug Mart,2023-08-24
Ibuprostatin,Ointment,"Merck & Co., Inc.",2023-11-26,100,Guardian Pharmacy,2023-10-20
Cefvir,Capsule,"Gilead Sciences, Inc.",2024-08-10,294,Boots,2023-12-20
Cefmycin,Inhaler,Novo Nordisk A/S,2024-12-09,232,Publix Pharmacy,2024-02-21
Clarimet,Ointment,Takeda Pharmaceutical Company Limited,2024-02-20,102,Apollo Pharmacy,2023-08-11
Dolophen,Cream,CSL Limited,2024-02-05,343,PharmaSave,2022-09-11
Clariprofen,Syrup,Boehringer Ingelheim GmbH,2026-01-02,69,CVS Pharmacy,2023-03-04
Metomet,Capsule,AstraZeneca plc,2025-02-07,61,PharmaSave,2023-01-02
Ibupromet,Ointment,Novo Nordisk A/S,2024-11-11,227,Publix Pharmacy,2023-05-19
Cefstatin,Tablet,Johnson & Johnson,2024-06-27,178,Publix Pharmacy,2024-03-06
Clariphen,Cream,Teva Pharmaceutical Industries Ltd.,2024-02-06,362,Shoppers Drug Mart,2022-12-07
Dextromycin,Syrup,Novartis AG,2025-03-16,154,PharmaSave,2024-09-21
Ibuprostatin,Capsule,Takeda Pharmaceutical Company Limited,2024-04-03,322,Guardian Pharmacy,2024-10-12
Amoxistatin,Injection,GlaxoSmithKline plc,2023-12-01,190,PharmaSave,2024-10-25
Acetoprofen,Inhaler,"Gilead Sciences, Inc.",2024-09-23,291,Health Mart Pharmacy,2024-07-13
Cefstatin,Drops,Teva Pharmaceutical Industries Ltd.,2026-05-27,316,Watsons,2026-05-14
Amoxiprofen,Syrup,Roche Holding AG,2025-09-26,422,Walgreens,2024-11-11
Metocillin,Capsule,GlaxoSmithKline plc,2023-03-28,114,Pharmasave,2023-09-30
Acetostatin,Tablet,GlaxoSmithKline plc,2025-05-20,423,Meijer Pharmacy,2025-02-25
Dolovir,Syrup,"Gilead Sciences, Inc.",2025-07-26,251,WellnessPharm,2025-02-03
Cefmycin,Tablet,Boehringer Ingelheim GmbH,2024-06-07,208,HealthPlus,2023-02-25
Cefmet,Capsule,Sanofi S.A.,2024-01-31,66,Costco Pharmacy,2024-01-27
Acetostatin,Ointment,Amgen Inc.,2025-02-13,338, Superdrug,2024-04-12
Dextrocillin,Capsule,"Merck & Co., Inc.",2023-11-02,183,WellnessPharm,2023-09-11
Ibuprocillin,Tablet,"Gilead Sciences, Inc.",2023-07-26,71,Pharmasave,2024-01-26
Acetomet,Cream,Boehringer Ingelheim GmbH,2025-03-22,226,Clicks Pharmacy,2024-09-15
Cefmycin,Inhaler,AstraZeneca plc,2025-08-08,457,Walmart Pharmacy,2024-05-24
Metoprofen,Drops,Eli Lilly and Company,2023-07-26,291,PharmaSave,2024-12-14
Cefphen,Syrup,GlaxoSmithKline plc,2023-07-27,471,Pharmasave,2023-07-18
Amoxistatin,Capsule,Novartis AG,2026-07-26,286,Watsons,2022-05-15
Ibupromycin,Inhaler,Bristol-Myers Squibb Company,2025-02-19,405,Costco Pharmacy,2024-11-20
Dolocillin,Ointment,Bayer AG,2024-11-25,319,Kroger Pharmacy,2024-05-10
Clarimycin,Ointment,Johnson & Johnson,2026-09-06,421, Superdrug,2026-02-17
Clarimet,Injection,Johnson & Johnson,2023-03-23,175,Costco Pharmacy,2022-10-18
Dolocillin,Tablet,Novartis AG,2025-01-19,108,MedPlus,2023-10-07
Dextroprofen,Inhaler,Eli Lilly and Company,2024-02-09,364,Watsons,2024-01-27
Metomet,Injection,Eli Lilly and Company,2023-07-28,293,Rite Aid,2023-06-25
Amoxivir,Drops,Biogen Inc.,2023-09-20,167,CarePlus Pharmacy,2023-10-02
Ibupromycin,Syrup,Novartis AG,2025-03-12,183,PharmaChoice,2024-11-06
Metoprofen,Syrup,"Gilead Sciences, Inc.",2024-07-08,206,HealthPlus,2024-07-23
Cefnazole,Drops,GlaxoSmithKline plc,2024-05-15,209,MedPlus,2024-05-15
Ibuproprofen,Syrup,AstraZeneca plc,2026-01-12,280,Shoppers Drug Mart,2025-12-21
Clarimycin,Tablet,Sanofi S.A.,2022-11-12,335,Rexall Pharmacy,2023-04-04
